query (Name + Affiliation)	Author	Documents	h.index	Affiliation	City	Country.Territory
Claessens, Y E#	Claessens, Yann Erick	162	35	Princess Grace Hospital Center	Monte Carlo	Monaco
Pinnock, H#University of Edinburgh	Pinnock, Hilary J.	312	47	Edinburgh Medical School	Edinburgh	United Kingdom
Raina, A#Allegheny General Hospital	Raina, Amresh	67	20	Allegheny General Hospital	Pittsburgh	United States
Hartshorn, K L#Boston University	Hartshorn, Kevan L.	173	57	Boston Medical Center	Boston	United States
Doros, G#Victor Babes University of Medicine & Pharmacy, Timisoara	Doros, Gabriela Simona	26	7	Universitatea de Medicina si Farmacie Victor Babes din Timisoara	Timisoara	Romania
Aldred, M A#Cleveland Clinic Foundation	Aldred, Micheala A.	103	39	Indiana University School of Medicine	Indianapolis	United States
Zhao, Y Y#University of Illinois Chicago Hospital	Zhao, Yutong	122	41	The Ohio State University Wexner Medical Center	Columbus	United States
Farmakis, D#National & Kapodistrian University of Athens	Farmakis, Dimitrios T.	306	57	University of Cyprus Medical School	Nicosia	Cyprus
Fox, H#Ruhr University Bochum	Fox, Henrik	127	21	Herz- und Diabeteszentrum Nordrhein-Westfalen UniversitÃ¤tsklinik der Ruhr-UniversitÃ¤t Bochum	Bad Oeynhausen	Germany
Funk, D J#University of Manitoba	Funk, Duane J.	68	26	Max Rady College of Medicine, University of Manitoba	Winnipeg	Canada
Ge, J#San Francisco General Hospital Medical Center	NA	NA	NA	NA	NA	NA
Hamilton, B C S#Vanderbilt University	NA	NA	NA	NA	NA	NA
Keshavjee, S#Toronto General Hospital	Keshavjee, Shaf H.	602	93	University Health Network University of Toronto	Toronto	Canada
Hoffmann-Vold, A M#University of Oslo	Hoffmann-Vold, Anna Maria	119	32	Oslo Universitetssykehus	Oslo	Norway
Hovnanians, N#University of Florida	Hovnanians, Ninel	10	5	Albert Einstein College of Medicine of Yeshiva University	New York	United States
Huaman, M A#University of Kentucky	HuamÃ¡n, Moises Arturo	50	15	University of Cincinnati	Cincinnati	United States
Liang, J X#Southern Medical University - China	Liang, Jinxia	46	18	Guizhou University	Guiyang	China
Kaur, A#Miriam Hospital	Kaur, Amanpreet P.	30	13	School of Engineering and Applied Science	Philadelphia	United States
Shapiro, S D#University of Pittsburgh	Shapiro, Steven D.	220	94	University of Pittsburgh School of Medicine	Pittsburgh	United States
Koch, C D#Karolinska Institutet	NA	NA	NA	NA	NA	NA
Kubitz, J C#University Medical Center Hamburg-Eppendorf	Kubitz, Jens Christian	59	18	Paracelsus Medical University Nuremberg	Nurnberg	Germany
Kylhammar, D#Skane University Hospital	Kylhammar, David	22	11	LinkÃ¶pings Universitet	Linkoping	Sweden
Wang, H Y#Peking Union Medical College	Wang, Jianhong	1829	85	Changzhou University	Changzhou	China
Lyskova, P#Charles University Prague	NA	NA	NA	NA	NA	NA
Maarman, G J#Justus Liebig University Giessen	NA	NA	NA	NA	NA	NA
Negi, P C#Indira Gandhi Medical College & Hospital Shimla	Negi, Prakash Chand	71	16	Indira Gandhi Medical College	Shimla	India
Michard, F#	Michard, FrÃ©dÃ¨ric	129	33	MiCo	Denens	Switzerland
Khan, H A R#Aga Khan University	Khan, Hamza Abdur Rahim	29	6	Johns Hopkins School of Medicine	Baltimore	United States
Chiong, M#Universidad de Chile	Chiong, Mario A.	167	44	Universidad de Chile	Santiago	Chile
Miyakoshi, K#Keio University	Miyakoshi, Kei	90	20	International Catholic Hospital	Tokyo	Japan
Plichart, M#Sorbonne Universite	Plichart, Matthieu	31	18	PARCC - Paris-Centre de Recherche Cardiovasculaire	Paris	France
Ponticelli, C#IRCCS Humanitas Research Hospital	Ponticelli, Claudio E.	640	78	Ospedale Maggiore	Bologna	Italy
Richter, M J#Kerckhoff Clinic	Richter, Manuel Jonas	136	25	Universities of Giessen and Marburg Lung Center	Giessen	Germany
Roberts, W C#Baylor University Medical Center	Roberts, William Clifford	1632	117	Baylor University Medical Center at Dallas	Dallas	United States
Satoh, T#Kyorin University	Satoh, Toru	171	41	Kyorin University Faculty of Medicine	Mitaka	Japan
DiFilippo, F P#Cleveland Clinic Foundation	DiFilippo, Frank P.	79	25	Cleveland Clinic Lerner College of Medicine of Case Western Reserve University	Cleveland	United States
Khalpey, Z#University of Arizona Health Sciences	Khalpey, Zain I.	169	26	Northwest Healthcare	Tucson	United States
Miller, R C#Mayo Clinic	Miller, Robert Clell	230	47	Mayo Clinic in Rochester, Minnesota	Rochester	United States
Stéphan, F#Hopital Marie Lannelongue	StÃ©phan, FranÃ§ois	112	33	Centre Chirurgical Marie Lannelongue	Le Plessis-Robinson	France
Taylor, B J#Mayo Clinic	Taylor, Bryan J.	55	15	Mayo Clinic in Jacksonville, Florida	Jacksonville	United States
Graham, M M#University of Alberta	Graham, Michelle M.	187	36	University of Alberta, Faculty of Medicine and Dentistry	Edmonton	Canada
Vachiery, J L#Universite Libre de Bruxelles	VachiÃ©ry, Jean Luc	204	51	European Reference Network on Rare Pulmonary Diseases (ERN-LUNG)	NA	Germany
Valverde, I#Guy's & St Thomas' NHS Foundation Trust	Valverde, Israel	114	24	Universidad de Sevilla	Sevilla	Spain
Yang, Y L#SA Pathology	NA	NA	NA	NA	NA	NA
Langleben, D#McGill University	Langleben, David	146	45	Sir Mortimer B. Davis Jewish General Hospital	Montreal	Canada
Lu, X Z#Capital Medical University	LÃ¼, Xiuzhang	40	12	Beijing Chao-Yang Hospital, Capital Medical University	Beijing	China
Zoghbi, W A#MedStar Health Research Institute	NA	NA	NA	NA	NA	NA
Kaushal, S#Medimmune	NA	NA	NA	NA	NA	NA
Reed, R M#University of British Columbia	NA	NA	NA	NA	NA	NA
Liaudet, L#Centre Hospitalier Universitaire Vaudois	Liaudet, Lucas	249	67	FacultÃ© de biologie et de mÃ©decine	Lausanne	Switzerland
Davenport, A P#Imperial College London	Davenport, Anthony P.	312	76	Royal Infirmary of Edinburgh	Edinburgh	United Kingdom
Kenny, D P#Weill Cornell Medical College Qatar	Kenny, Damien P.	155	26	Our Lady's Hospital for Sick Children	Dublin	Ireland
Marian, A J#University of Texas Health Science Center Houston	Marian, Ali J.	233	61	University of Texas Medical School at Houston	Houston	United States
MacIver, D H#University of Manchester	MacIver, D. H.	27	15	Somerset NHS Foundation Trust	Taunton	United Kingdom
Hung, C L#Case Western Reserve University Hospital	NA	NA	NA	NA	NA	NA
Merz, C N B#NIH National Heart Lung & Blood Institute	NA	NA	NA	NA	NA	NA
Aghabiklooei, A#Tehran University of Medical Sciences	Aghabiklooei, Abbas	33	9	School of Medicine (IUMS)	Tehran	Iran
Akizuki, M#Tohoku University	Akizuki, Mizuhiko	43	13	Tohoku University	Sendai	Japan
Aleva, F E#Radboud University Nijmegen	Aleva, Floor E.	12	8	Radboud University Medical Center	Nijmegen	Netherlands
Rojas-Peña, A#University of Michigan	Rojas-PeÃ±a, Alvaro P.	71	18	University of Michigan Medical School	Ann Arbor	United States
Antoine, C#Hopital Universitaire Necker-Enfants Malades - APHP	Antoine, Corinne	100	30	Agence de la BiomÃ©decine	Saint-Denis-la-Plaine cedex	France
Baker, J G#University of Nottingham	Baker, Michael G.	412	53	University of Otago	Dunedin	New Zealand
Mentz, R J#Duke University	Mentz, Robert J.	531	59	Duke Clinical Research Institute	Durham	United States
Nagendran, J#University of Calgary	Nagendran, Jayan	114	26	University of Alberta, Faculty of Medicine and Dentistry	Edmonton	Canada
Breen, E C#University of Aberdeen	NA	NA	NA	NA	NA	NA
Brock, M#Zurich Center Integrative Human Physiology	NA	NA	NA	NA	NA	NA
Carberry, G A#University of Wisconsin Madison	Carberry, George A.	10	5	University of Wisconsin-Madison	Madison	United States
Ciliberti, P#IRCCS Bambino Gesu	Ciliberti, Paolo	48	15	IRCCS Ospedale Pediatrico Bambino GesÃ¹	Rome	Italy
Fan, E#Guy's & St Thomas' NHS Foundation Trust	NA	NA	NA	NA	NA	NA
Pesavento, P A#California Department of Public Health	NA	NA	NA	NA	NA	NA
Dahdah, N#Laval University	Dahdah, Nagib Salloum	162	29	CHU Sainte-Justine - Le Centre Hospitalier Universitaire MÃ¨re-Enfant	Montreal	Canada
Wojciak-Stothard, B#Imperial College London	WÃ³jciak-Stothard, Beata	55	29	National Heart and Lung Institute	London	United Kingdom
Jin, H F#Peking University	Jin, Hongfang	293	42	Peking University First Hospital	Beijing	China
Baggio, G#Azienda Ospedaliera - Universita di Padova	Baggio, Giovannella	165	40	UniversitÃ  degli Studi di Padova	Padua	Italy
Fiser, W#University of Arkansas Medical Sciences	Fiser, William P.	20	13	Arkansas Regional Organ Recovery Agency	Little Rock	United States
Vaughan, D#Northwestern University	Vaughan, Douglas E.	263	77	Northwestern University Feinberg School of Medicine	Chicago	United States
Dietrich, C F#University Medical Center Hamburg-Eppendorf	NA	NA	NA	NA	NA	NA
Fukushima, N#Osaka University	Fukushima, Norihide	269	24	Senri Kinran University	Suita	Japan
Giudice, E#University of Messina	Giudice, Elisabetta	200	23	UniversitÃ  degli Studi di Messina	Messina	Italy
Harbron, R W#NIH National Cancer Institute	NA	NA	NA	NA	NA	NA
Hecker, M#Kerckhoff Clinic	NA	NA	NA	NA	NA	NA
Hovaguimian, F#University Zurich Hospital	Hovaguimian, FrÃ©dÃ©rique	19	7	UniversitÃ¤t ZÃ¼rich	Zurich	Switzerland
Teramoto, K#Shiga University of Medical Science	Teramoto, Koji	51	16	Shiga University of Medical Science	Otsu	Japan
Kaskinen, A K#University of Helsinki	Kaskinen, Anu K.	16	7	Children's Hospital Helsinki	Helsinki	Finland
Ferreira, L F#University of Florida	Ferreira, Leonardo F.	91	35	University of Florida	Gainesville	United States
Okamoto, K#Keio University	Okamoto, Kouji	57	20	Kyushu Institute of Technology	Kitakyushu	Japan
Liu, C L#Guangzhou Medical University	Liu, Changxiao	501	43	Tianjin Institute of Pharmaceutical Research	Tianjin	China
Lingner, M#	Lingner, Manuel	4	2	Diakonissen-Stiftungs-Krankenhaus	Speyer	Germany
Marabotti, C#Istituto di Fisiologia Clinica	Marabotti, Claudio	64	18	Sant'Anna Scuola Universitaria Superiore Pisa	Pisa	Italy
Mavrogeni, S#Aristotle University of Thessaloniki	NA	NA	NA	NA	NA	NA
Yasuda, K#	Yasuda, Keishu	312	28	Hokkaido University School of Medicine	Sapporo	Japan
Nozik-Grayck, E#National Jewish Health	NA	NA	NA	NA	NA	NA
Neder, J A#Sapienza University Rome	NA	NA	NA	NA	NA	NA
Lim, E#Texas Heart Institute	NA	NA	NA	NA	NA	NA
Nimdet, K#	Nimdet, Kachaporn	8	4	Suratthani Hospital	Surat Thani	Thailand
Oskan, F#	Oskan, Feras	14	4	RADIO-LOG Medical Care Centre for Radiation Therapy	Neu Ulm	Germany
Pachtman, S#Northwell Health	Pachtman Shetty, Sarah L.	15	7	Northwell Health System	New York	United States
Predescu, S#Monash University	NA	NA	NA	NA	NA	NA
Ricci, F#Arcispedale Sant'Anna	Ricci, Franco	17	10	Azienda Ospedaliero-Universitaria di Ferrara	Cona	Italy
Rodriguez-Padial, L#Universidad Miguel Hernandez de Elche	NA	NA	NA	NA	NA	NA
Rozanski, E#University of Florida	NA	NA	NA	NA	NA	NA
Nowakowska, D#Polish Mother's Memorial Hospital - Research Institute	Nowakowska, Dorota E.	60	14	Medical University of Lodz	Lodz	Poland
Hajjar, R J#Icahn School of Medicine at Mount Sinai	Hajjar, Roger J.	506	94	Mass General Brigham Personalized Medicine	Cambridge	United States
Sarris, G E#	Sarris, George Elias	114	34	Athens Heart Surgery Institute	Athens	Greece
Sriram, K B#Bond University	NA	NA	NA	NA	NA	NA
Thielen, M#Maxima Medical Center	NA	NA	NA	NA	NA	NA
Huisman, M V#Universite de Bretagne Occidentale	NA	NA	NA	NA	NA	NA
Tuder, R M#University of Colorado Anschutz Medical Campus	Tuder, Rubin M.	300	104	University of Colorado Denver	Denver	United States
Valdés, S O#Baylor College of Medicine	Valdes, Santiago O.	58	14	Baylor College of Medicine	Houston	United States
Warren, J D#	Warren, Jason D.	398	80	University College London	London	United Kingdom
Schildgen, O#University of Cologne	Schildgen, Oliver	195	32	University Hospital of Witten/Herdecke	Koln	Germany
Wong, D M#Iowa State University	Wong, Martin D.F.	475	45	Chinese University of Hong Kong	Hong Kong	Hong Kong
Razavi, R#King's College London	Razavi, Reza S.	475	59	King's College London	London	United Kingdom
Lyu, Y H#Sun Yat Sen University	Lyu, Yunhong	1	1	Sun Yat-Sen University	Guangzhou	China
Qin, C#Institute of Laboratory Animal Science - CAMS	Qin, Chuan	403	67	Institute of Laboratory Animal Sciences, Chinese Academy of Medical Sciences & Peking Union Medical College	Beijing	China
O'Donnell, D E#Alexandria University	NA	NA	NA	NA	NA	NA
Javaheri, S#Philips	NA	NA	NA	NA	NA	NA
Mezue, K#	Mezue, Kenechukwu N.	43	11	Massachusetts General Hospital	Boston	United States
Olschewski, H#Medical University of Graz	Olschewski, Horst	390	78	Medizinische UniversitÃ¤t Graz	Graz	Austria
Yang, Y H#Capital Medical University	Yang, Yonghong	272	38	Beijing Children's Hospital, Capital Medical University	Beijing	China
Cigarroa, J E#Beth Israel Deaconess Medical Center	Cigarroa, Joaquin E.	156	40	OHSU School of Medicine	Portland	United States
Eurich, D T#University of Alberta	Eurich, Dean T.	178	43	University of Alberta	Edmonton	Canada
Hardman, J G#Nottingham University Hospital NHS Trust	Hardman, Jonathan G.	187	28	University of Nottingham Medical School	Nottingham	United Kingdom
Rugonyi, S#Oregon Health & Science University	Rugonyi, Sandra	80	22	OHSU School of Medicine	Portland	United States
Bax, J J#University Zurich Hospital	Bax, Jeroen J.J.	2213	175	Leids Universitair Medisch Centrum	Leiden	Netherlands
Butler, J#Bayer Healthcare Pharmaceuticals	Butler, Javed J.	1113	112	University of Mississippi	University	United States
Opotowsky, A R#Brigham & Women's Hospital	Opotowsky, Alexander R.	207	44	Cincinnati Children's Hospital Medical Center	Cincinnati	United States
Bodenschatz, E#Cornell University	Bodenschatz, Eberhard	266	56	Max Planck Institute for Dynamics and Self-Organization	Gottingen	Germany
Taniguchi, H#Nagoya University	Taniguchi, Hiroyuki	238	50	Hotta Hospital	Nagoya	Japan
Aiello, R J#University of Colorado Anschutz Medical Campus	NA	NA	NA	NA	NA	NA
Auth, A K#University of Veterinary Medicine Budapest	NA	NA	NA	NA	NA	NA
Boscamp, N S#Morgan Stanley Children's Hospital	NA	NA	NA	NA	NA	NA
Botker, M T#Aarhus University	BÃtker, Morten Thingemann	31	14	Prehospital Emergency Medical Services	Aarhus N	Denmark
Brown, M B#Richard L. Roudebush VA Medical Center	NA	NA	NA	NA	NA	NA
Cahill, B C#University of Utah	Cahill, Barbara C.	34	17	University of Utah School of Medicine	Salt Lake City	United States
Chaudhry, S#VA Palo Alto Health Care System	Chaudhry, Sarwat I.	122	32	Yale School of Medicine	New Haven	United States
Asokan, S#Indian Institute of Science	Asokan, Sundararajan	323	32	Indian Institute of Science	Bengaluru	India
Jacobs, E R#Marquette University	Jacobs, Elizabeth R.	148	41	Medical College of Wisconsin	Milwaukee	United States
Duarte, A G#University of Texas Medical Branch Galveston	Duarte, Alexander G.	61	20	University of Texas Medical Branch, School of Medicine	Galveston	United States
Laveneziana, P#Hopital Universitaire Hotel-Dieu - APHP	NA	NA	NA	NA	NA	NA
Enache, I#Universite de Strasbourg	Enache, Irina	36	12	Hopital Civil	Strasbourg	France
Wang, M L#National Taiwan University Hospital	Wang, Monglien	93	31	National Yang-Ming University Taiwan	Taipei	Taiwan
Franco, M#Escuela Nacional de Sanidad	Franco-Lira, Maricela O.	20	12	Hospital Central Militar, Mexico City	Mexico City	Mexico
Ghofrani, H A#Rhode Island Hospital	NA	NA	NA	NA	NA	NA
Taffet, G E#Baylor College of Medicine	Taffet, George E.	176	60	Baylor College of Medicine	Houston	United States
Liu, G Q#Huazhong Agricultural University	Liu, Guiqiong	60	12	Huazhong Agricultural University	Wuhan	China
Hu, J#University of Pittsburgh	Zhu, Junjie Jief	917	117	Nanjing University	Nanjing	China
Hussain, S#	Hussain, Shareef	386	39	United Arab Emirates University	Al Ain	United Arab Emirates
Shear, T D#NorthShore University Health System	Shear, Torin D.	37	15	NorthShore University HealthSystem	Evanston	United States
Kaw, R K#Cleveland Clinic Foundation	Kaw, Roop K.	79	24	Cleveland Clinic Lerner College of Medicine of Case Western Reserve University	Cleveland	United States
Sin, D D#St. Paul's Hospital	Sin, Donald D.	671	100	St. Paul's Hospital, Vancouver	Vancouver	Canada
Chung, K H#Tohoku University	NA	NA	NA	NA	NA	NA
Kirschbaum, A#Philipps University Marburg	Kirschbaum, Andreas	75	15	UniversitÃ¤tsklinikum GieÃen und Marburg, Standort Marburg	Marburg	Germany
Lahmer, T#Technical University of Munich	Lahmer, Tobias	120	25	Klinikum Rechts der Isar	Munich	Germany
Lancellotti, P#Szeged University	Lancellotti, Patrizio	898	126	Centre Hospitalier Universitaire de Liege	Liege	Belgium
Leclerc, K#	Leclerc, Kenneth M.	18	9	Legacy Medical Group	Tualatin	United States
Lee, K C H#Singapore General Hospital	Lee, Cheah Hooi Ken	17	8	Singapore General Hospital	Singapore City	Singapore
Lim, H S#University of Birmingham	Lim, Sanghoon	351	46	University of Colorado Boulder	Boulder	United States
Tusman, G#CIBERES	Tusman, Gerardo	106	31	Hospital Privado de Comunidad	Mar de Plata	Argentina
Loomba, R S#Newcastle University - UK	NA	NA	NA	NA	NA	NA
Loup, O#University Hospital of Bern	Loup, OphÃ©lie	9	4	University Hospital Bern	Bern	Switzerland
Jankov, R P#University of Toronto	Jankov, Robert P.	97	31	UniversitÃ© d'Ottawa, FacultÃ© de MÃ©decine	Ottawa	Canada
Maron, B A#Children's Hospital Colorado	Maron, Bradley A.	199	41	University of Maryland	Bethesda	United States
Wagner, D D#University of Gottingen	Wagner, Natascha Dorothea	27	12	Georg-August-UniversitÃ¤t GÃ¶ttingen	Gottingen	Germany
Keet, C A#Johns Hopkins University	Keet, Corinne Allison	148	35	UNC School of Medicine	Chapel Hill	United States
Tanaka, A#Wakayama Medical University	Tanaka, Akira	770	49	Kichijoji Futaba Professional and Vocational College of Culinary Nutrition	Tokyo	Japan
Nakhleh, M K#Technion Israel Institute of Technology	Nakhleh, Morad Kamel	26	18	Owlstone Medical	Cambridge	United Kingdom
Nigg, C R#University of Massachusetts Worcester	NA	NA	NA	NA	NA	NA
Ortmann, L A#Children's Mercy Hospital	Ortmann, Laura A.	15	7	University of Nebraska Medical Center	Omaha	United States
Jaggi, A S#Punjabi University	Jaggi, Amteshwar Singh	200	43	Punjabi University	Patiala	India
Salameh, A#Free University of Berlin	Salameh, Aida	92	26	UniversitÃ¤t Leipzig	Leipzig	Germany
Saugel, B#University of Groningen	Saugel, Bernd	247	41	UniversitÃ¤tsklinikum Hamburg-Eppendorf	Hamburg	Germany
Schranz, D#Virginia Commonwealth University	NA	NA	NA	NA	NA	NA
Tannus-Silva, D G S#Universidade Federal de Goias	Tannus-Silva, Daniela Graner Schuwartz	9	5	Universidade Federal de GoiÃ¡s	Goiania	Brazil
Shillcutt, S K#Mayo Clinic	NA	NA	NA	NA	NA	NA
Staitieh, B S#Atlanta VA Medical Center	NA	NA	NA	NA	NA	NA
Staples, K J#University of Southampton	Staples, Karl J.	81	30	NIHR Southampton Biomedical Research Centre	Southampton	United Kingdom
Suursalmi, P#Paijat Hame Central Hospital	NA	NA	NA	NA	NA	NA
Ussavarungsi, K#Mayo Clinic	Ussavarungsi, Kamonpun	18	9	University of Iowa Carver College of Medicine	Iowa City	United States
van der Feen, D E#University of Groningen	Van Der Feen, Diederik E.	16	10	Universitair Medisch Centrum Groningen	Groningen	Netherlands
