Mol ID	Molecule name	Molecule name.link	MW	AlogP	HDon	HAcc	OB (%)	Caco-2	BBB	DL	FASA-	HL
MOL004493	PAU	https://tcmsp-e.com/molecule.php?qn=4493	219.27	-0.98	4	6	28.39	-0.86	-1.10	0.06	0.27	
MOL004494	Desglucolanatigonin II	https://tcmsp-e.com/molecule.php?qn=4494	1,035.32	-1.59	12	22	11.29	-3.20	-4.16	0.02	0.21	
MOL004495	tigogenin	https://tcmsp-e.com/molecule.php?qn=4495	416.71	4.88	1	3	14.09	0.87	0.31	0.81	0.18	
MOL004497	Hippeastrine	https://tcmsp-e.com/molecule.php?qn=4497	315.35	1.17	1	6	51.65	0.02	-0.49	0.62	0.32	8.09
MOL004498	12-O-Nicotinoylisolineolone	https://tcmsp-e.com/molecule.php?qn=4498	469.63	1.32	3	7	20.70	-0.54	-1.19	0.83	0.31	
MOL004499	Isomangiferolic acid	https://tcmsp-e.com/molecule.php?qn=4499	442.75	6.47	2	3	18.66	0.56	-0.24	0.84	0.26	
MOL004500	Markogenin-3-O-beta-D-glucopyranosyl-(1-2)-beta-D-galactopyranoside	https://tcmsp-e.com/molecule.php?qn=4500	743.00	0.59	8	14	26.61	-2.07	-2.94	0.09	0.21	
MOL004501	Markogenin-3-O-beta-D-glucopyranosyl-(1-2)-beta-D-galactopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=4501	432.71	3.92	2	4	17.55	0.17	-0.62	0.79	0.22	
MOL004502	Monomethyl lithospermate	https://tcmsp-e.com/molecule.php?qn=4502	552.52	3.64	6	12	2.67	-0.92	-1.77	0.75	0.40	
MOL004503	D-Nicotine	https://tcmsp-e.com/molecule.php?qn=4503	162.26	1.24	0	2	76.47	1.35	1.53	0.04	0.25	3.91
MOL004504	Sarsasapogenin 3-O-4G-rhamnosylsophoroside	https://tcmsp-e.com/molecule.php?qn=4504	887.19	0.53	9	17	25.86	-2.29	-3.07	0.06	0.22	
MOL004505	Smilagenin-3-O[beta-D-glucopyranosyl-(1-2)]-beta-D-mannopyranoside	https://tcmsp-e.com/molecule.php?qn=4505	741.03	1.39	7	13	7.51	-1.83	-2.42	0.09	0.21	
MOL004506	Smilagenin-3-O[beta-D-glucopyranosyl-(1-2)]-beta-D-mannopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=4506	416.71	4.88	1	3	17.33	0.86	0.32	0.81	0.18	
MOL004507	Smilagenone	https://tcmsp-e.com/molecule.php?qn=4507	414.69	4.56	0	3	15.29	1.05	0.75	0.81	0.19	
MOL004508	Spongesterol	https://tcmsp-e.com/molecule.php?qn=4508	386.73	7.18	1	1	12.04	1.45	1.16	0.69	0.20	
MOL004509	Timosaponin A III	https://tcmsp-e.com/molecule.php?qn=4509	741.03	1.39	7	13	41.60	-1.61	-2.36	0.09	0.21	9.93
MOL004510	Timosaponin A III_qt	https://tcmsp-e.com/molecule.php?qn=4510	416.71	4.88	1	3	14.65	0.85	0.22	0.81	0.19	
MOL004511	Timosaponin A-1	https://tcmsp-e.com/molecule.php?qn=4511	578.87	3.14	4	8	7.91	-0.46	-1.20	0.29	0.21	
MOL004512	Timosaponin A-1_qt	https://tcmsp-e.com/molecule.php?qn=4512	416.71	4.88	1	3	13.28	0.76	0.11	0.81	0.20	
MOL004513	Timosaponin B III	https://tcmsp-e.com/molecule.php?qn=4513	903.19	-0.47	11	18	3.11	-2.95	-4.15	0.04	0.20	
MOL004514	Timosaponin B III_qt	https://tcmsp-e.com/molecule.php?qn=4514	416.71	4.77	2	3	35.26	0.42	-0.47	0.87	0.20	4.32
MOL004515	Timosaponin BII	https://tcmsp-e.com/molecule.php?qn=4515	921.21	-1.12	12	19	13.87	-3.35	-4.85	0.04	0.23	
MOL004516	Timosaponin BII_qt	https://tcmsp-e.com/molecule.php?qn=4516	434.73	4.12	3	4	25.25	0.11	-0.65	0.86	0.19	
MOL004517	Xuelianlacton e	https://tcmsp-e.com/molecule.php?qn=4517	248.35	2.04	1	3	34.58	0.72	0.60	0.16	0.30	4.30
MOL004518	4-O-beta-D-Glucopyranosyl methyl gallate	https://tcmsp-e.com/molecule.php?qn=4518	346.32	-1.02	6	10	17.36	-1.41	-1.95	0.28	0.28	
MOL004519	markogenin	https://tcmsp-e.com/molecule.php?qn=4519	432.71	3.92	2	4	12.90	0.27	-0.35	0.79	0.21	
MOL004520	neogitogenin	https://tcmsp-e.com/molecule.php?qn=4520	432.71	3.92	2	4	17.72	0.19	-0.46	0.78	0.21	
MOL004521	xilingsaponin A	https://tcmsp-e.com/molecule.php?qn=4521	741.03	1.39	7	13	39.04	-1.76	-2.59	0.09	0.20	9.45
MOL004523	Anemarrhenasaponin-I	https://tcmsp-e.com/molecule.php?qn=4523	759.05	0.88	9	14	26.21	-2.44	-3.07	0.13	0.22	
MOL004524	Anemarrhenasaponin-I_qt	https://tcmsp-e.com/molecule.php?qn=4524	434.73	4.38	3	4	11.10	0.21	-0.39	0.85	0.22	
MOL004525	Chinoinin	https://tcmsp-e.com/molecule.php?qn=4525	422.37	-0.50	8	11	13.71	-1.74	-2.68	0.75	0.29	
MOL004526	Neomangiferin	https://tcmsp-e.com/molecule.php?qn=4526	584.53	-2.40	11	16	2.68	-2.89	-3.97	0.71	0.24	
MOL004527	Isomangiferin	https://tcmsp-e.com/molecule.php?qn=4527	422.37	-0.50	8	11	29.35	-1.74	-2.64	0.74	0.33	
MOL004528	Icariin I	https://tcmsp-e.com/molecule.php?qn=4528	676.73	0.77	8	15	41.58	-2.06	-3.06	0.61	0.25	18.02
MOL004529	Timosaponin A-III	https://tcmsp-e.com/molecule.php?qn=4529	741.03	1.39	7	13	17.74	-1.80	-2.66	0.09	0.20	
MOL004530	Timosaponin A-III_qt	https://tcmsp-e.com/molecule.php?qn=4530	416.71	4.88	1	3	16.87	0.69	0.01	0.81	0.21	
MOL004531	Anemarsaponin B	https://tcmsp-e.com/molecule.php?qn=4531	903.19	-0.47	11	18	17.85	-2.84	-3.97	0.04	0.22	
MOL004532	Anemarsaponin B_qt	https://tcmsp-e.com/molecule.php?qn=4532	416.71	4.77	2	3	9.80	0.48	-0.37	0.87	0.19	
MOL004534	Anemarrhenasaponin-Ia	https://tcmsp-e.com/molecule.php?qn=4534	773.08	1.29	8	14	33.08	-2.05	-2.74	0.12	0.21	8.37
MOL004535	Anemarrhenasaponin-Ia_qt	https://tcmsp-e.com/molecule.php?qn=4535	448.76	4.79	2	4	11.15	0.49	-0.03	0.84	0.21	
MOL004536	Glycerite	https://tcmsp-e.com/molecule.php?qn=4536	1,699.30	8.19	25	45	7.41	-5.03	-6.69	0.03	0.45	
MOL004537	Anemarsaponin B	https://tcmsp-e.com/molecule.php?qn=4537	903.19	-0.47	11	18	3.11	-3.33	-4.24	0.04	0.22	
MOL004538	Anemarsaponin B_qt	https://tcmsp-e.com/molecule.php?qn=4538	416.71	4.77	2	3	10.49	0.47	-0.17	0.87	0.19	
MOL004539	Anemarsaponin C	https://tcmsp-e.com/molecule.php?qn=4539	901.22	0.76	10	17	3.74	-2.94	-4.28	0.04	0.22	
MOL004540	Anemarsaponin C_qt	https://tcmsp-e.com/molecule.php?qn=4540	416.71	4.97	2	3	35.50	0.43	-0.46	0.87	0.20	3.98
MOL004541	Anemarsaponin E	https://tcmsp-e.com/molecule.php?qn=4541	935.24	-0.71	11	19	16.09	-2.90	-3.61	0.04	0.21	
MOL004542	Anemarsaponin E_qt	https://tcmsp-e.com/molecule.php?qn=4542	448.76	4.53	2	4	30.67	0.34	-0.23	0.86	0.17	5.14
MOL004543	Anemosapogenin	https://tcmsp-e.com/molecule.php?qn=4543	472.78	5.43	3	4	28.84	0.22	-0.49	0.77	0.26	
MOL004544	Quinic acid	https://tcmsp-e.com/molecule.php?qn=4544	192.19	-2.39	5	6	63.53	-1.46	-2.71	0.06	0.32	11.16
MOL004549	M-COUMARIC ACID	https://tcmsp-e.com/molecule.php?qn=4549	164.17	1.64	2	3	49.54	0.45	0.12	0.04	0.45	1.99
MOL004550	Pomolic acid	https://tcmsp-e.com/molecule.php?qn=4550	472.78	5.32	3	4	16.85	0.32	-0.22	0.73	0.26	
MOL004551	BB_NC-1760	https://tcmsp-e.com/molecule.php?qn=4551	390.42	1.11	6	8	19.60	-0.97	-1.79	0.50	0.39	
MOL004552	Isoimperatorin	https://tcmsp-e.com/molecule.php?qn=4552	266.36	4.35	0	2	15.73	1.70	1.15	0.22	0.38	
MOL004553	Gardenone	https://tcmsp-e.com/molecule.php?qn=4553	226.35	1.13	0	3	44.03	0.61	0.46	0.10	0.22	0.16
MOL004554	GARDENOSIDE	https://tcmsp-e.com/molecule.php?qn=4554	404.46	-1.68	5	10	10.55	-1.45	-1.86	0.49	0.23	
MOL004555	GARDENOSIDE_qt	https://tcmsp-e.com/molecule.php?qn=4555	242.30	0.07	2	5	52.77	-0.36	-0.91	0.12	0.25	1.70
MOL004556	crocin	https://tcmsp-e.com/molecule.php?qn=4556	977.08	-2.72	14	24	7.06	-4.64	-6.43	0.12	0.33	
MOL004557	geniposide	https://tcmsp-e.com/molecule.php?qn=4557	388.41	-2.25	5	10	14.64	-1.70	-2.61	0.44	0.27	
MOL004559	(1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylic acid	https://tcmsp-e.com/molecule.php?qn=4559	392.40	-3.51	7	11	2.20	-2.25	-2.97	0.44	0.28	
MOL004560	SHANZHISIDE_qt	https://tcmsp-e.com/molecule.php?qn=4560	230.24	-1.76	4	6	117.77	-1.02	-1.44	0.10	0.32	14.49
MOL004561	Sudan III	https://tcmsp-e.com/molecule.php?qn=4561	352.42	7.21	1	5	84.07	0.42	0.10	0.59	0.46	8.99
MOL004562	methylprotogracillin	https://tcmsp-e.com/molecule.php?qn=4562	1,079.38	-1.82	13	23	9.45	-3.53	-4.69	0.03	0.22	
MOL004563	methylprotogracillin_qt	https://tcmsp-e.com/molecule.php?qn=4563	446.74	4.28	2	4	10.49	0.33	-0.53	0.86	0.20	
MOL004564	Kaempferid	https://tcmsp-e.com/molecule.php?qn=4564	300.28	2.02	3	6	73.41	0.43	-0.21	0.27	0.36	14.86
MOL004566	pseudoprotodioscin	https://tcmsp-e.com/molecule.php?qn=4566	1,031.33	-0.69	12	21	10.47	-3.42	-4.46	0.03	0.23	
MOL004567	isoengelitin	https://tcmsp-e.com/molecule.php?qn=4567	434.43	0.89	6	10	34.65	-0.91	-1.39	0.70	0.35	15.58
MOL004568	Engelitin	https://tcmsp-e.com/molecule.php?qn=4568	434.43	0.89	6	10	36.27	-0.92	-1.57	0.70	0.33	17.60
MOL004569	Aromadedrin	https://tcmsp-e.com/molecule.php?qn=4569	288.27	1.75	4	6	23.04	-0.08	-0.67	0.24	0.43	
MOL004570	5-[(Z)-2-(3,4-dihydroxyphenyl)vinyl]resorcinol	https://tcmsp-e.com/molecule.php?qn=4570	244.26	2.75	4	4	82.41	0.48	0.07	0.13	0.44	5.15
MOL004571	(2R,3S)-2-(3,5-dihydroxyphenyl)chroman-3,5,7-triol	https://tcmsp-e.com/molecule.php?qn=4571	290.29	1.92	5	6	58.25	-0.15	-1.01	0.24	0.37	1.98
MOL004572	engeletin	https://tcmsp-e.com/molecule.php?qn=4572	434.43	0.89	6	10	2.65	-1.01	-1.45	0.70	0.37	
MOL004573	Gramin	https://tcmsp-e.com/molecule.php?qn=4573	174.27	2.20	1	1	60.14	1.58	1.46	0.05	0.22	0.49
MOL004574	Moracin M	https://tcmsp-e.com/molecule.php?qn=4574	242.24	3.14	3	4	54.54	0.68	-0.20	0.16	0.35	4.82
MOL004575	astilbin	https://tcmsp-e.com/molecule.php?qn=4575	450.43	0.63	7	11	36.46	-1.29	-1.85	0.74	0.37	15.58
MOL004576	taxifolin	https://tcmsp-e.com/molecule.php?qn=4576	304.27	1.49	5	7	57.84	-0.23	-0.80	0.27	0.39	14.41
MOL004577	maackoline	https://tcmsp-e.com/molecule.php?qn=4577	452.49	3.37	5	8	56.33	0.21	-0.61	0.92	0.25	9.66
MOL004578	scirpusin A	https://tcmsp-e.com/molecule.php?qn=4578	470.50	5.23	6	7	2.94	-0.03	-0.93	0.88	0.40	
MOL004579	dihydrokaempferide	https://tcmsp-e.com/molecule.php?qn=4579	302.30	2.00	3	6	23.10	0.05	-0.44	0.27	0.37	
MOL004580	cis-Dihydroquercetin	https://tcmsp-e.com/molecule.php?qn=4580	304.27	1.49	5	7	66.44	-0.34	-1.11	0.27	0.40	14.51
MOL004581	[(1R,5S)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methyl acetate	https://tcmsp-e.com/molecule.php?qn=4581	194.30	2.16	0	2	24.60	1.22	1.43	0.08	0.22	
MOL004582	Methyl naphthalene	https://tcmsp-e.com/molecule.php?qn=4582	142.21	3.23	0	0	39.01	1.90	1.91	0.04	0.47	11.81
MOL004583	11α-methoxysaikosaponin f	https://tcmsp-e.com/molecule.php?qn=4583	931.25	-0.32	11	18	2.00	-3.01	-3.80	0.08	0.22	
MOL004584	11α-methoxysaikosaponin f_qt	https://tcmsp-e.com/molecule.php?qn=4584	460.77	4.03	3	4	28.53	0.09	-0.42	0.75	0.22	
MOL004585	2,4-Dodecadienal	https://tcmsp-e.com/molecule.php?qn=4585	180.32	4.12	0	1	17.79	1.46	1.57	0.03	0.29	
MOL004586	trans,trans-nona-2,4-dienol	https://tcmsp-e.com/molecule.php?qn=4586	140.25	2.50	1	1	27.45	1.19	1.13	0.02	0.27	
MOL004587	Heptenoic acid	https://tcmsp-e.com/molecule.php?qn=4587	128.19	2.24	1	2	36.10	0.84	1.00	0.01	0.31	1.49
MOL004588	(2R)-2-methylcyclopentan-1-one	https://tcmsp-e.com/molecule.php?qn=4588	98.16	1.18	0	1	60.04	1.21	1.66	0.01	0.27	11.19
MOL004589	Methylheptane	https://tcmsp-e.com/molecule.php?qn=4589	114.26	3.82	0	0	28.65	1.79	2.12	0.01	0.21	
MOL004590	2-METHYLHEXADECANE	https://tcmsp-e.com/molecule.php?qn=4590	240.53	7.92	0	0	4.19	1.84	2.01	0.07	0.16	
MOL004591	Nonenoic acid	https://tcmsp-e.com/molecule.php?qn=4591	156.25	3.15	1	2	65.17	0.95	1.08	0.02	0.29	4.57
MOL004592	2-Octenic acid	https://tcmsp-e.com/molecule.php?qn=4592	142.22	2.70	1	2	43.49	0.88	1.00	0.02	0.30	3.55
MOL004593	3'-O-Acetylsaikosaponin D	https://tcmsp-e.com/molecule.php?qn=4593	823.14	1.49	7	14	48.60	-1.60	-2.25	0.07	0.22	14.71
MOL004594	3'-O-Acetylsaikosaponin D_qt	https://tcmsp-e.com/molecule.php?qn=4594	472.78	3.71	3	4	26.16	0.16	-0.68	0.63	0.21	
MOL004595	3',6'-O,O-diacetylsaikosaponin b2	https://tcmsp-e.com/molecule.php?qn=4595	865.18	1.92	7	15	17.74	-1.81	-2.69	0.09	0.24	
MOL004596	3',6'-O,O-diacetylsaikosaponin b2_qt	https://tcmsp-e.com/molecule.php?qn=4596	472.78	3.77	4	4	14.19	-0.09	-0.99	0.74	0.21	
MOL004597	3'-O-acetylsaikosaponin b2	https://tcmsp-e.com/molecule.php?qn=4597	825.16	1.79	8	14	8.33	-1.71	-2.56	0.11	0.21	
MOL004598	3,5,6,7-tetramethoxy-2-(3,4,5-trimethoxyphenyl)chromone	https://tcmsp-e.com/molecule.php?qn=4598	432.46	2.54	0	9	31.97	0.75	0.08	0.59	0.13	15.54
MOL004599	3,3,5-trimethylheptane	https://tcmsp-e.com/molecule.php?qn=4599	142.32	4.28	0	0	47.49	1.80	2.10	0.02	0.25	10.76
MOL004600	FLAVONE,3,5,7-TRIHYDROXY-3,4-DIMETHOXY	https://tcmsp-e.com/molecule.php?qn=4600	330.31	1.82	3	7	12.70	0.37	-0.50	0.33	0.31	
MOL004601	ZINC01716732	https://tcmsp-e.com/molecule.php?qn=4601	158.32	3.24	1	1	33.08	1.26	1.30	0.02	0.24	5.57
MOL004602	(3R)-3-methylcyclotridecan-1-one	https://tcmsp-e.com/molecule.php?qn=4602	210.40	4.62	0	1	37.65	1.47	1.78	0.07	0.16	7.26
MOL004603	3-ETHYL-2-METHYL-1,3-HEXADIENE	https://tcmsp-e.com/molecule.php?qn=4603	124.25	3.62	0	0	45.42	1.85	2.14	0.01	0.29	11.81
MOL004604	Heptan-3-on	https://tcmsp-e.com/molecule.php?qn=4604	114.21	2.00	0	1	68.44	1.29	1.66	0.01	0.25	11.00
MOL004605	3-methyldodecane	https://tcmsp-e.com/molecule.php?qn=4605	184.41	6.10	0	0	5.73	1.81	2.03	0.03	0.19	
MOL004606	4,8-dimethyltridecane	https://tcmsp-e.com/molecule.php?qn=4606	212.47	6.81	0	0	2.77	1.81	1.96	0.04	0.19	
MOL004607	ZINC03860615	https://tcmsp-e.com/molecule.php?qn=4607	130.26	2.65	1	1	26.21	1.23	1.39	0.01	0.23	
MOL004608	(5S)-5-butyloxolan-2-one	https://tcmsp-e.com/molecule.php?qn=4608	142.22	2.09	0	2	65.08	1.16	1.43	0.02	0.26	-0.76
MOL004609	Areapillin	https://tcmsp-e.com/molecule.php?qn=4609	360.34	2.29	3	8	48.96	0.60	-0.29	0.41	0.16	16.52
MOL004610	gamma-Undecalactone	https://tcmsp-e.com/molecule.php?qn=4610	184.31	3.46	0	2	49.12	1.25	1.41	0.04	0.22	4.48
MOL004611	5-methyl-5-ethyldecane	https://tcmsp-e.com/molecule.php?qn=4611	184.41	5.85	0	0	6.58	1.84	2.02	0.03	0.20	
MOL004612	5-methyldecane	https://tcmsp-e.com/molecule.php?qn=4612	156.35	5.19	0	0	15.23	1.81	2.04	0.02	0.20	
MOL004613	6,7,3',8'-diligustilide	https://tcmsp-e.com/molecule.php?qn=4613	380.52	5.17	0	4	9.83	0.79	0.48	0.70	0.32	
MOL004614	Fraxidin Methyl Ether	https://tcmsp-e.com/molecule.php?qn=4614	236.24	1.85	0	5	18.15	0.77	0.66	0.12	0.21	
MOL004615	6-O-Vanilloylajugol	https://tcmsp-e.com/molecule.php?qn=4615	498.53	-1.31	6	12	12.83	-1.57	-2.33	0.86	0.28	
MOL004616	7-Octen-4-ol	https://tcmsp-e.com/molecule.php?qn=4616	128.24	2.39	1	1	31.46	1.13	1.15	0.01	0.28	3.91
MOL004617	Ayapanin	https://tcmsp-e.com/molecule.php?qn=4617	176.18	1.88	0	3	41.55	0.97	0.84	0.06	0.30	1.66
MOL004618	7-Methyltridecane	https://tcmsp-e.com/molecule.php?qn=4618	198.44	6.55	0	0	4.64	1.83	1.99	0.04	0.18	
MOL004619	8-NONENOIC ACID	https://tcmsp-e.com/molecule.php?qn=4619	156.25	2.78	1	2	52.31	0.94	1.00	0.02	0.30	4.54
MOL004620	Ara-Furan-A	https://tcmsp-e.com/molecule.php?qn=4620	267.28	-2.02	5	8	20.39	-1.65	-2.13	0.18	0.21	
MOL004621	Adonitol	https://tcmsp-e.com/molecule.php?qn=4621	152.17	-2.43	5	5	17.61	-1.34	-3.48	0.02	0.24	
MOL004623	Encecalin	https://tcmsp-e.com/molecule.php?qn=4623	232.30	2.34	0	3	21.36	1.17	1.00	0.11	0.28	
MOL004624	Longikaurin A	https://tcmsp-e.com/molecule.php?qn=4624	348.48	1.16	3	5	47.72	0.08	0.09	0.53	0.27	1.71
MOL004625	Longispinogenin 3-O-beta-D-glucuronopyranoside	https://tcmsp-e.com/molecule.php?qn=4625	634.94	3.57	6	9	9.68	-1.08	-1.76	0.34	0.26	
MOL004626	Longispinogenin	https://tcmsp-e.com/molecule.php?qn=4626	458.80	5.11	3	3	14.48	0.23	-0.20	0.75	0.22	
MOL004627	Methyl hexoate	https://tcmsp-e.com/molecule.php?qn=4627	130.21	2.06	0	2	52.44	1.17	1.26	0.01	0.19	5.62
MOL004628	Octalupine	https://tcmsp-e.com/molecule.php?qn=4628	264.41	-0.07	1	4	47.82	0.48	0.30	0.28	0.17	4.17
MOL004629	PAC	https://tcmsp-e.com/molecule.php?qn=4629	136.16	1.47	1	2	72.35	0.84	0.97	0.02	0.43	-2.03
MOL004631	7,8,4'-Trihydroxyisoflavone	https://tcmsp-e.com/molecule.php?qn=4631	270.25	2.07	3	5	20.67	0.45	-0.37	0.22	0.41	
MOL004632	Pulsatillic acid	https://tcmsp-e.com/molecule.php?qn=4632	470.76	5.39	2	4	24.49	0.12	-0.47	0.77	0.27	
MOL004633	Saikogenin F	https://tcmsp-e.com/molecule.php?qn=4633	472.78	3.71	3	4	25.88	0.09	-0.71	0.63	0.21	
MOL004634	Saikogenin G	https://tcmsp-e.com/molecule.php?qn=4634	472.78	3.71	3	4	16.92	0.21	-0.55	0.63	0.21	
MOL004635	saikosaponin a	https://tcmsp-e.com/molecule.php?qn=4635	781.10	1.11	8	13	32.39	-1.95	-2.93	0.09	0.25	15.37
MOL004636	Saikosaponin B	https://tcmsp-e.com/molecule.php?qn=4636	781.10	1.17	9	13	5.94	-2.15	-3.13	0.13	0.23	
MOL004637	Saikosaponin D	https://tcmsp-e.com/molecule.php?qn=4637	781.10	1.11	8	13	34.39	-1.94	-2.89	0.09	0.25	15.16
MOL004638	Saikosaponin K	https://tcmsp-e.com/molecule.php?qn=4638	913.23	-0.07	11	17	2.94	-3.07	-3.80	0.06	0.25	
MOL004639	Saikosaponin V	https://tcmsp-e.com/molecule.php?qn=4639	1,107.39	-3.28	16	24	3.23	-3.94	-4.91	0.03	0.24	
MOL004640	Saikosaponin f	https://tcmsp-e.com/molecule.php?qn=4640	929.28	0.76	11	17	1.76	-3.02	-4.02	0.08	0.25	
MOL004641	(3S,4aS,6aR,6bS,8S,8aS,12aS,14aR,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-methylol-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-3,8-diol	https://tcmsp-e.com/molecule.php?qn=4641	458.80	5.11	3	3	12.07	0.23	-0.75	0.75	0.22	
MOL004642	Saikosaponin t	https://tcmsp-e.com/molecule.php?qn=4642	813.15	0.94	9	14	34.46	-2.26	-3.13	0.13	0.22	4.93
MOL004643	Saikosaponin t_qt	https://tcmsp-e.com/molecule.php?qn=4643	488.83	4.49	3	4	16.69	0.26	-0.23	0.71	0.19	
MOL004644	Sainfuran	https://tcmsp-e.com/molecule.php?qn=4644	286.30	3.38	2	5	79.91	0.90	0.23	0.23	0.22	8.58
MOL004646	Thymonin	https://tcmsp-e.com/molecule.php?qn=4646	360.34	2.29	3	8	1.97	0.65	-0.36	0.41	0.21	
MOL004647	TDA	https://tcmsp-e.com/molecule.php?qn=4647	214.39	5.00	1	2	22.32	1.04	0.89	0.05	0.21	
MOL004648	Troxerutin	https://tcmsp-e.com/molecule.php?qn=4648	346.56	5.89	3	3	31.60	0.35	-0.38	0.28	0.30	4.36
MOL004649	1-[(2R,3R,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	https://tcmsp-e.com/molecule.php?qn=4649	244.23	-2.45	4	8	17.85	-1.19	-1.69	0.11	0.29	
MOL004650	Acetovanillin	https://tcmsp-e.com/molecule.php?qn=4650	194.20	1.34	0	4	28.17	0.59	0.38	0.06	0.28	
MOL004651	cis-2-Undecenal	https://tcmsp-e.com/molecule.php?qn=4651	168.31	4.11	0	1	47.07	1.39	1.66	0.03	0.26	7.22
MOL004652	(2R,3R,4S,5S,6R)-2-[[(3S,5S,9R,10S,13R,14R,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	https://tcmsp-e.com/molecule.php?qn=4652	574.93	5.89	4	6	21.20	-0.20	-0.99	0.63	0.21	
MOL004653	(+)-Anomalin	https://tcmsp-e.com/molecule.php?qn=4653	426.50	5.05	0	7	46.06	0.46	-.00	0.66	0.36	1.03
MOL004654	2-HEPTENOL	https://tcmsp-e.com/molecule.php?qn=4654	114.21	2.03	1	1	26.46	1.11	1.23	0.01	0.22	
MOL004655	PHPH	https://tcmsp-e.com/molecule.php?qn=4655	154.22	3.35	0	0	29.79	1.90	1.89	0.04	0.47	
MOL004656	(5R)-5-isopropyl-2-methyl-1-cyclohex-2-enone	https://tcmsp-e.com/molecule.php?qn=4656	152.26	2.56	0	1	35.17	1.35	1.69	0.03	0.29	11.52
MOL004657	caryophyllene oxide	https://tcmsp-e.com/molecule.php?qn=4657	220.39	3.52	0	1	29.06	1.57	1.70	0.13	0.27	
MOL004658	cedrenol	https://tcmsp-e.com/molecule.php?qn=4658	220.39	2.92	1	1	108.56	1.30	1.47	0.12	0.25	7.48
MOL004659	chikusaikoside II	https://tcmsp-e.com/molecule.php?qn=4659	943.26	-0.64	11	18	5.17	-3.14	-4.05	0.05	0.23	
MOL004660	chikusaikoside II_qt	https://tcmsp-e.com/molecule.php?qn=4660	472.78	3.71	3	4	17.48	0.15	-0.66	0.63	0.20	
MOL004661	[(3R)-3,7-dimethyloct-6-enyl] acetate	https://tcmsp-e.com/molecule.php?qn=4661	198.34	3.43	0	2	45.54	1.34	1.39	0.04	0.27	5.58
MOL004662	Cyclohexylisocyanate	https://tcmsp-e.com/molecule.php?qn=4662	125.19	1.97	0	2	41.41	1.10	1.31	0.02	0.41	-2.88
MOL004663	Vinylxylene	https://tcmsp-e.com/molecule.php?qn=4663	132.22	3.35	0	0	20.79	1.91	2.06	0.02	0.42	
MOL004664	heptanoic acid	https://tcmsp-e.com/molecule.php?qn=4664	130.21	2.26	1	2	13.38	0.87	0.98	0.01	0.26	
MOL004665	Ethyl geranate	https://tcmsp-e.com/molecule.php?qn=4665	196.32	3.74	0	2	64.07	1.41	1.43	0.04	0.29	7.16
MOL004666	Ethyl protocatechuate	https://tcmsp-e.com/molecule.php?qn=4666	182.19	1.50	2	4	35.77	0.59	0.35	0.05	0.38	2.69
MOL004667	fraxetin	https://tcmsp-e.com/molecule.php?qn=4667	208.18	1.35	2	5	23.04	0.51	0.36	0.09	0.28	
MOL004668	GLB	https://tcmsp-e.com/molecule.php?qn=4668	180.18	-2.51	5	6	47.71	-1.89	-4.41	0.04	0.28	11.00
MOL004670	cis-pinocampheol	https://tcmsp-e.com/molecule.php?qn=4670	154.28	1.95	1	1	53.92	1.19	1.50	0.06	0.24	11.36
MOL004671	ISOPULEGOL	https://tcmsp-e.com/molecule.php?qn=4671	154.28	2.58	1	1	50.72	1.24	1.42	0.03	0.26	11.05
MOL004673	kaempferitrin	https://tcmsp-e.com/molecule.php?qn=4673	578.57	-0.45	8	14	8.16	-1.74	-2.65	0.79	0.30	
MOL004674	kaempferol-3,7-α-L-dirhamnoside	https://tcmsp-e.com/molecule.php?qn=4674	578.57	-0.45	8	14	8.16	-1.75	-2.98	0.79	0.28	
MOL004675	kaempferol-7-O-rhamnoside	https://tcmsp-e.com/molecule.php?qn=4675	432.41	0.76	6	10	2.27	-0.91	-1.83	0.72	0.34	
MOL004676	kaempferol-7-O-α-L-rhamnoside	https://tcmsp-e.com/molecule.php?qn=4676	432.41	0.76	6	10	22.14	-0.91	-2.02	0.72	0.33	
MOL004677	ledol	https://tcmsp-e.com/molecule.php?qn=4677	222.41	3.20	1	1	82.78	1.32	1.55	0.12	0.22	12.11
MOL004678	Limetin	https://tcmsp-e.com/molecule.php?qn=4678	206.21	1.87	0	4	36.63	0.88	0.47	0.09	0.22	1.33
MOL004679	longifolene	https://tcmsp-e.com/molecule.php?qn=4679	204.39	4.18	0	0	39.49	1.83	2.08	0.11	0.23	11.20
